番剧id,分数,评分人数,番剧名,番剧简介,播放次数,播放时间 
759,8.9,278,"""恋爱与选举与巧克力""",本作故事主要讲述了主人公大岛裕树与青梅竹马住吉千里以及从以前起就是好友的同班同学木场美冬就读于以拥有...,4925542,"""2012-07-05"""
5762,8.9,256,"""精灵宝可梦 XY""",心中怀着新的理想告别了合众地方的同伴天桐和艾莉丝，立志成为宝可梦大师的小智带着皮卡丘来到了卡洛斯地方...,3878785,"""2013-10-17"""
4026,8.9,246,"""Re：从零开始休息时间""",《Re：从零开始的异世界生活》是由作家“长月达平”所撰写的热门奇幻轻小说，其改编电视动画从4月3日开...,20239671,"""2016-04-08"""
4067,8.9,221,"""寻找失去的未来""",　　主人公·秋山奏隶属于学校的天文学会，而天文学会当中有着许多个性丰富的成员。他们在一起解决发生在内...,741560,"""2014-10-04"""
6070,8.9,188,"""变形少女""",近日在网络上有段动画视频引起了大家的注意，一位妹子的帽子被风吹跑，这时候另一个穿着水手服的妹子冲出来...,248650,"""2017-03-27"""
3366,8.9,170,"""境界的彼方 -I'LL BE HERE- 过去篇""",【本片翻译由幻之字幕组提供】2013年放送的TV动画《境界的彼方》，于2015年春宣布上映剧场版动画...,1458660,"""2015-03-14"""
638,8.9,149,"""失忆症""",在类似近现代的架空国度，8月1日这天早上，醒来的女主人公，发现自己失去了所有记忆。突然出现在女主人公...,1758597,"""2013-01-08"""
1245,8.9,133,"""S.A特优生""",在超级精英及有钱人入读的白选馆学园高校中，将学生们按照学习成绩分别编入A~F班。而一年级到三年级中，...,1068350,"""2008-04-05"""
1021,8.9,128,"""无法逃离的背叛""","  故事的主角为一名拥有“接触对方就能够读取对方思考”的特殊能力的高中生
樱井夕月，自小在孤儿院长大...",1430795,"""2010-04-11"""
1653,8.9,125,"""热风海陆BUSHIROAD""",人类在遇到小行星撞击的天灾后，旧大陆因为种种原因，成了无法居住的区域。因此，人类迁移到了在小行星后，...,417765,"""2013-12-31"""
1220,8.9,114,"""伯爵与妖精""",　因为拥有能够看到妖精的特殊体质，少女莉迪雅（水树奈奈 配音）常常遭到同伴们的排挤和孤立，但是即便如...,1162703,"""2008-10-07"""
6340,8.8,6355,"""GAMERS电玩咖！""",“……和我一起，试着加入游戏部怎样？”兴趣是游戏，除此之外毫无显眼的特征，仅仅是个龙套的游戏玩家雨野...,15707239,"""2017-07-13"""
6311,8.8,6204,"""笨女孩""","空前绝后的笨蛋，就在这里！
笨到无可救药的女高中生·花畑佳子。
非常喜欢香蕉。
非常喜欢青梅竹马的阿...",39361404,"""2017-07-04"""
2580,8.8,3958,"""干物妹！小埋""",妈妈！我要养一只小埋！,80281616,"""2015-07-08"""
4188,8.8,2781,"""约会大作战""",【本片翻译由澄空学园字幕组提供】故事是讲述一名普通的高中二年级生五河士道，突然在某一天遇上了一场大爆...,9723384,"""2013-04-05"""
6310,8.8,2325,"""异世界食堂""",在商业区附近的某条商店街角落，有栋挂着狗招牌的住商混合大楼，那间店就在那里的地下一楼。门上画了猫咪图...,20952560,"""2017-07-04"""
2661,8.8,1346,"""我的妹妹不可能那么可爱 第二季""",哥哥高坂京介（17岁）和妹妹高坂桐乃（14岁）兄妹两人的关系近几年处于冷战状态。本以为这种关系也会一...,11939073,"""2013-04-06"""
2667,8.8,1288,"""我女友与青梅竹马的惨烈修罗场""",主人公季堂锐太是个成绩优秀的高中一年级学生，同时也是个恋爱反对派。本来是和像自己妹妹一般的青梅竹马一...,8791663,"""2013-01-05"""
897,8.8,547,"""神的记事本""",神様のメモ帐（神的记事本）是日本作家杉井光所做轻小说，并衍生成为漫画，动画及广播剧作品。该作故事讲述...,6139283,"""2011-07-02"""
5990,8.8,513,"""王室教师海涅""","“王室教师”是负责教育王子的专属家庭教师，是只有从全国各地挑选出的顶级教师才能胜任的职位。
海涅·维...",10337457,"""2017-04-05"""
2591,8.8,466,"""噬神者""","UFO出品,游戏党动画党齐分享",16352997,"""2015-07-12"""
1626,8.8,394,"""黑子的篮球 第3期""",诚凛的王者之路！,32568311,"""2015-01-10"""
2726,8.8,298,"""全部成为F -THE PERFECT INSIDER-""",故事发生在一座孤岛的研究所中。从少女时期就开始过着完全隔离生活的天才程序员——真贺田四季博士被关押在...,4135890,"""2015-10-08"""
193,8.8,292,"""龙娘七七七埋藏的宝藏""",男主角八真重护因不愿意继承家业，而被父亲宣告断绝亲子关系，并被迫离家搬到一座人工学园岛居住。为了节省...,4381338,"""2014-04-10"""
1551,8.8,270,"""亚尔斯兰战记""",少年终将成王,18194432,"""2015-04-05"""
991,8.8,265,"""守护猫娘绯鞠""",患有对猫过敏症的少年天河优人自幼父母双亡，在青梅竹马的九崎凛子及她父母的关照下独自生活了7年。在他1...,2417223,"""2010-01-06"""
5830,8.8,263,"""三年E班Q""",一个陌生又充满乐趣冒险的暗杀组。杀手们回来了，但是这次他们有魔法了？！在这个全新的系列中，3年E班的...,9242948,"""2016-12-23"""
1558,8.8,257,"""长门有希酱的消失""",世界线不太对的大萌神,5645203,"""2015-04-03"""
990,8.8,257,"""迷途猫OVERRUN！""",中生都筑巧与姐姐同住一个屋檐下，姐姐是濒临倒闭的西点小铺“斯特雷凯滋”的店长，但也是个笨手笨脚、冒冒...,2331452,"""2010-04-06"""
571,8.8,239,"""恶之华""",故事以”绝望“为主题，是一个变态与一个施虐女王还有一个乖乖女之间的恋爱故事。三个人本应平行的生命轨迹...,2956548,"""2013-04-05"""
2589,8.8,229,"""青春×机关枪""",姑娘你真是一条汉子,7228352,"""2015-07-02"""
820,8.8,220,"""零之使魔 三美姬的轮舞""",在异世界哈尔凯尼亚被当作“使魔”被召唤出来的高中生平贺才人卷入了一场满载着四种元素的幻想罗曼史大冒险...,3840431,"""2008-07-06"""
232,8.8,209,"""超级索尼子 THE ANIMATION""",就读大学的超级索尼子，除了上学外也担任游戏角色及从事写真偶像的工作，还与富士见铃、绵拔风璃一同组成了...,1950046,"""2014-01-06"""
5999,8.8,200,"""ID-0""","I-Machine——那是在极限环境下作业的大型机器人的总称。
联盟学院学生三栗麻耶在使用I-Mac...",1564150,"""2017-04-10"""
5021,8.8,192,"""亚尔斯兰战记 风尘乱舞""",电视动画《亚尔斯兰战记 风尘乱舞》改编自荒川弘创作的漫画《亚尔斯兰战记》，是系列电视动画的第二季，由...,3909090,"""2016-07-04"""
5030,8.8,190,"""驱魔少年 HALLOW""","时为假想的19世纪末。
将脆弱的为悲剧而叹息的心中的灵魂叫唤出来、用魔导式将这些灵魂集结制作出AKU...",8866357,"""2016-07-05"""
5994,8.8,183,"""机甲少女 FRAME ARMS GIRL""","某日早晨，普通的女子高校生・源内青收到一个神秘包裹。
打开后发现里面放了名为FRAME ARMS G...",3697874,"""2017-04-04"""
2682,8.8,183,"""萝球社！""",  由苍山サグ原著、Tinkle负责插画的轻小说《萝球社！》。这部由电击文库出版的轻小说曾获得过第1...,1083206,"""2011-07-01"""
5530,8.8,153,"""Lostorage incited WIXOSS""",这次的代价是记忆,2782578,"""2016-10-08"""
1491,8.8,128,"""纯洁的玛利亚""",处女喂狗吗?!汪汪汪,5290447,"""2015-01-11"""
5979,8.8,119,"""阿童木起源""",故事讲述了在近未来日本遭遇了原意不明的大灾害，日本国土几乎毁灭殆尽，在灾害发生后的5年日本逐渐走向复...,2161413,"""2017-04-16"""
1263,8.8,108,"""你是主人我是仆""",《你是主人我是仆》游戏主要讲述了上杉炼和姐姐美鸠在义父充满的家庭暴力的环境下成长，等待他们2个的只有...,1175213,"""2008-01-04"""
3781,8.8,107,"""罪恶王冠 失落的圣诞节 an episode of port town""",PC游戏《罪恶王冠 失落的圣诞节》是正在热播中的人气动画《罪恶王冠》的外传，就在不久前该游戏已经发布...,1403054,"""2012-07-26"""
1062,8.8,105,"""乃木坂春香的秘密""","我的同学乃木坂春香，姿容娟秀，才艺出众，别名""白银的星屑"",粉丝俱乐部人数超过三位数，是一名名副其实...",1445209,"""2008-07-10"""
594,8.8,105,"""穿透幻影的太阳""",开朗、充满活力的元气少女太阳灯里年幼时失去了母亲，暂居在表亲的家中、在占卜屋做兼职。而在某一年母亲的...,519968,"""2013-07-06"""
1374,8.8,104,"""KANON/雪之少女""",Kanon（华音，カノン）（另译：雪之少女），为日本“VisualArt's”旗下的KEY会社所制作...,209224,"""2002-01-30"""
5867,8.8,102,"""剧场版 魔法禁书目录炭 SP""",魔法禁书目录 剧场版 恩底弥翁的奇迹 特典,399976,"""2013-08-28"""
6465,8.7,8144,"""关于我女友是个一本正经的碧池这件事""",篠崎遥与班长香坂秋穗交往，而秋穗是个十分认真的女生，在搞错了男朋友性癖的情况下一本正经的认真学习各种...,21397609,"""2017-10-12"""
6326,8.7,1045,"""人马少女的烦恼""",少女君原姬乃，是个在恋爱、社团活动、学习等方面都过着平凡生活的女高中生。但是，与别的不同的是，她有着...,5523165,"""2017-07-09"""
5526,8.7,1000,"""超自然9人组""","幽灵？那种东西不可能存在吧！
我闻悠太是高中2年生。
他运营着以一夜致富为目标的超自然汇总系营销博客...",9980282,"""2016-10-09"""
4400,8.7,894,"""弹丸论破""",【本片翻译由澄空学园&华盟字幕社联合提供】故事以「私立希望之峰学园」作为舞台，该学校的入学要求有两个...,4319268,"""2013-07-04"""
439,8.7,892,"""问题儿童都来自异世界？""",对世界已经感到厌烦的少年逆迴十六夜，在某天收到了一封奇妙的邀请函。当看清邀请函中写着的内容：“望你舍...,15176759,"""2013-01-11"""
3048,8.7,732,"""CROSSANGE 天使与龙的轮舞""",人类运用高度进化的情报技术“玛娜”之力，克服了战争、饥饿等问题，实现了真正和平的世界。但原为皇女的“...,12543861,"""2014-10-04"""
5995,8.7,550,"""爱丽丝与藏六""",她从未如此了解“外面的世界”。第一次接触到的事物，第一次见到的风景，还有第一次遇到的人们……。对于如...,5554084,"""2017-04-02"""
5630,8.7,509,"""约会大作战 万由里裁决""",【本片翻译由澄空&amp;华盟字幕组提供】《约会大作战：万由里裁决》是根据橘公司原作的轻小说《约会大...,2510884,"""2015-08-22"""
1624,8.7,504,"""黑子的篮球""",运动的篮球，男人与汗水,7710566,"""2012-04-07"""
965,8.7,493,"""魔法禁书目录 剧场版""",在学园都市制作的宇宙升降机“恩底弥翁”完成在即之时，上条当麻和茵蒂克丝与拥有“奇迹”的歌声的少女鸣护...,2131015,"""2013-02-23"""
2740,8.7,469,"""重装武器""",《重装武器》（ヘヴィーオブジェクト）是镰池和马继轻小说《魔法禁书目录》后的又一作品，讲述的是少年库温...,21987363,"""2015-10-02"""
499,8.7,403,"""机动战士敢达SEED Destiny HD""",《机动战士敢达SEED》是敢达系列在2002年至2003年度放映的动画。续作为《机动战士敢达SEED...,6392445,"""2013-04-07"""
291,8.7,353,"""魔弹之王与战姬""",吉斯塔特王国的统治体系由国王和七名战姬组成，七位战姬各自统领七块领地，驾驭著超乎想像的强大武器“龙具...,14658161,"""2014-10-04"""
6349,8.7,328,"""野良与皇女与流浪猫之心""",住在湾岸城镇樱渊市的少年反田野良，在某个春日的上学途中，看到了一位美少女。这位名叫帕特莉西亚的少女乃...,1727559,"""2017-07-13"""
1074,8.7,306,"""肯普法""",故事讲述了平凡的男高中生濑能名津流，某天早上醒来时发现自己竟变成了超正点的美少女！从班上的偶像沙仓枫...,3024343,"""2009-10-02"""
3116,8.7,291,"""房东妹子青春期！""",在这个春天走入社会的前田先生在10平方米的小屋子里开始了一个人的生活，然而这所公寓的房东是名初中生！...,11175118,"""2016-01-10"""
6008,8.7,207,"""梦王国与沉睡的100王子 短篇动画""",人气女性向手游《梦王国与沉睡的100王子》宣布动画化，此次动画化企划将分为短篇动画和TV动画两部分。...,1428681,"""2017-03-25"""
5047,8.7,203,"""发条精灵战记 天镜的极北之星""","这是个精灵与人类结为伙伴共生的世界。
故事背景卡托瓦纳帝国，则是与邻国处于战争状态的大国。
少年伊库...",5920722,"""2016-07-09"""
6479,8.7,195,"""丝缎女孩对谈""",今天也为了寻求美丽的邂逅而来到拼桌咖啡店“MOGOLCAFE”的フユミ和ハルコ虽然明知道个性十足的男...,184209,"""2017-10-03"""
5076,8.7,185,"""加速世界 Infinite Burst""",故事发生在人人都使用名为“Neural Linker（神经连结装置）”的终端设备连线，生活的大半时间...,2197571,"""2016-07-23"""
6379,8.7,180,"""钢之炼金术师 香巴拉的征服者""","背景是1923年的德国慕尼黑。此时的德国正要面对着第一次世界大战战败后所产生的恶性通货膨胀。

爱德...",271758,"""2005-07-23"""
3589,8.7,155,"""玻璃之花与崩坏的世界""","无数的光芒闪耀着五颜六色，浮游在空中的无重力空间——“知识之箱”。
那里有着众多的世界、众多的时间、...",1266467,"""2016-01-09"""
5945,8.7,155,"""TRINITY SEVEN 七人魔法使 剧场版""",剧场版「七人魔法使-悠久图书馆与炼金术少女-」以同名番外篇小说内容为基础，再加上原作者斋藤新创作的情...,1431682,"""2017-02-25"""
1589,8.7,116,"""罪恶王冠 SP""",处于无政府状态的日本，受到了由超国家之间所组织成的名为“GHQ”的组织的武力介入并接受其统治，东京的...,3206569,"""2011-10-13"""
1520,8.7,112,"""美男高校地球防卫部LOVE！""",公开羞耻play(捂脸,3244659,"""2015-01-06"""
3484,8.7,106,"""心灵侦探八云""",在上大学二年级的小泽晴香为了帮助一个“被灵附身了”的朋友，敲开来电影研究会的门。在那等着她的是传闻中...,1704726,"""2010-10-03"""
1127,8.7,102,"""战场上的女武神""",战场的女武神是由世嘉（SEGA) 游戏公司在2008年4月24日发售的一款PS3行动模拟角色扮演游戏...,518120,"""2009-04-04"""
3461,8.6,7555,"""Re：从零开始的异世界生活""",在异世界陷入迷茫的普通高中生菜月昴，邂逅了一位银发的美少女。但想助她一臂之力的昴，却一次次地遭遇敌袭...,155253191,"""2016-04-04"""
963,8.6,1784,"""魔法禁书目录 第一季""",故事讲述的是从东京都西部被分割出来的这座都市中，“超能力开发”被列为学校课程的一部分（学生作为人体科...,15324204,"""2008-10-04"""
964,8.6,1229,"""魔法禁书目录 第二季""",【本片翻译由澄空学园字幕组提供】故事讲述的是从东京都西部被分割出来的这座都市中，“超能力开发”被列为...,9167658,"""2010-10-08"""
5062,8.6,1166,"""Love Live! Sunshine!!""",“LoveLive!Sunshine!!”是日升动画、Lantis和《电击G's magazine》...,11033964,"""2016-07-02"""
686,8.6,904,"""加速世界""",故事发生在人人都使用名为“Neural Linker（神经连结装置）”的终端设备连线，生活的大半时间...,6449359,"""2012-04-06"""
2761,8.6,489,"""传颂之物 虚伪的假面""",一位青年突然在大雪覆盖的深山中醒来，却发现自己没有记忆。他茫然地徘徊在深山中，却被长着巨型牙齿的怪虫...,19465138,"""2015-10-03"""
4382,8.6,355,"""當不成勇者的我，只好認真找工作（僅限港澳台地區）""",魔王竟然在勇者测验前夕被打倒，导致少年劳尔没能成为勇者。梦想被破坏的他，就此过上了在王都某处的魔法商...,3517891,"""2013-10-04"""
6302,8.6,265,"""活撃/刀剣乱舞（僅限港澳台地區）""","文久三年。
世间二分为倒幕派与幕府派，刀的时代被宣告结束的时代来临——幕末。

作为刀剑男士刚刚显现...",466513,"""2017-07-02"""
919,8.6,237,"""架向星空之桥""","【本片翻译由澄空学园字幕组提供】
故事讲述男主角星野一马，为了陪同身体虚弱的弟弟星野步疗养，在学期过...",1465550,"""2011-04-11"""
923,8.6,236,"""露蒂的玩具""",故事讲述的是单亲爸爸塔原直哉，在一次换工作中被一位神秘的巫女带往了一个由梦魔族统治的异世界尤各瓦尔兰...,1521298,"""2011-04-10"""
875,8.6,215,"""请认真和我恋爱！！""",川神学园的高中2年级学生直江大和，和从小一起长大的伙伴们就读于这里。4位男生和五位女生，一起演绎出种...,5538815,"""2011-10-01"""
2588,8.6,207,"""那就是声优！""",一话一大牌，可爱又精彩，声控来来来！,6095874,"""2015-07-07"""
565,8.6,200,"""RDG 濒危物种少女""","【本片翻译由白月字幕组提供】希望能够变得普通的少女的愿望，改变了未来——
并非是善也并非是恶，崭新的...",3806059,"""2013-04-03"""
323,8.6,185,"""大图书馆的牧羊人""",在日本国内居指可数的学校法人“汐美学园”不仅拥有众多学生宿舍、各种运动设施，还提供了餐厅甚至电车等资...,4707978,"""2014-10-08"""
5540,8.6,151,"""斯特拉的魔法""","高中开学典礼当天与制作同人游戏的社团“SNS部”相遇的本田珠辉。
她觉得自己找到了想要做的事情而入部...",1447783,"""2016-10-03"""
3114,8.6,142,"""红壳的潘多拉""",《红壳的潘朵拉》的原案是因著作《苹果核战》和《攻壳机动队》而知名的士郎正宗，担当作画的则是《迷糊女战...,3219891,"""2016-01-08"""
2996,8.6,133,"""君吻Pure Rouge""","高中2年的暑假已经结束了。是个很平淡的暑假。
从今天开始就是新学期了。高中的生涯已经所剩无几了。
我...",850549,"""2007-10-06"""
2720,8.6,113,"""青年黑杰克""",本作讲述的是间黑男年轻时所发生的故事。以20世纪60年代后半的国际形势（大学斗争和越南战争等）为背景...,5928987,"""2015-10-01"""
3784,8.6,105,"""魔法禁书目录 炭""",在科学的世界被称为超能力，在宗教的世界则被称为魔术。这是一部混合了看起来不相容的现实与非现实的世界观...,131971,"""2009-01-23"""
3213,8.6,104,"""大叔与棉花糖""",喜欢棉花糖的胖大叔·日下，以及喜欢日下的OL·若林。这两个看上去很不般配的人却在办公室里发生了一段段...,4638420,"""2016-01-07"""
2572,8.5,3677,"""Charlotte""",麻枝大魔王又一力作，前方催泪预感,38333432,"""2015-07-04"""
52,8.5,3045,"""斩·赤红之瞳！""",为了解救贫穷的村子而与两位同伴一起来到帝都打拼的少年剑士——塔兹米，在抵达帝都的第一天就被骗光了钱，...,80723973,"""2014-07-06"""
6441,8.5,1757,"""动画同好会""",刚刚进入私立咲钟湖学园高中部的阿佐谷未乃爱，虽然对动画了解程度不深，却莫名其妙地被同学上井草有栖强拉...,2943609,"""2017-10-08"""
2725,8.5,991,"""K RETURN OF KINGS""",在与现实有着微妙差异的现代日本，存在着七位拥有巨大异能之力的“王”。他们将自己的力量分给族人们，并与...,45536168,"""2015-10-02"""
5532,8.5,892,"""少女编号""",拥有可爱的外表以及蔑视世间内心的女大学生·乌丸千岁。在怀抱着梦想与希望与野心踏入的声优业界，她所见到...,7666895,"""2016-10-06"""
4388,8.5,816,"""机巧少女不会受伤""",本作主要围绕人偶师赤羽雷真和他的少女型人偶搭档夜夜，以及参加决出最强人偶师「魔王」的名为「夜会」比赛...,3921444,"""2013-10-07"""
324,8.5,700,"""我，要成为双马尾。""","为了守护地球，我要成为双马尾！
钟爱双马尾的普通高中生观束总二，某日被来自异世界的谜之美少女“朵艾儿...",16099069,"""2014-10-09"""
4137,8.5,656,"""精灵使的剑舞""",【本片翻译由轻之国度字幕组提供】仅限冰清玉洁少女的特权——精灵契约。艾雷西亚精灵学院，贵族大小姐们汇...,3569377,"""2014-07-14"""
6346,8.5,544,"""暗芝居 第五季""","这是一部以""数码纸芝居""形式制作的恐怖动画，将用昭和风格的纸芝居艺术来讲述各种都市怪谈，为你的夏夜增...",5872174,"""2017-07-03"""
1602,8.5,325,"""灼眼的夏娜II -Second-""",《灼眼的夏娜》TV第二季的故事将从小说第八卷开始，以红世之徒·“戏睡乡”梅亚入侵御崎市作为开篇。据监...,2591608,"""2007-10-04"""
946,8.5,284,"""腹黑妹妹控兄记""",  故事的男主角高梨修辅是一位喜欢收藏工口书、工口DVD、工口图片、同时又非常     喜欢学校泳装...,2302034,"""2011-01-08"""
1625,8.5,260,"""黑子的篮球 第2期""",黑子的篮球是藤卷忠俊的一部漫画作品，于08年12月开始连载。并已被改编成动画片。黑子的篮球是一部有关...,6634500,"""2013-10-05"""
621,8.5,198,"""南家三姐妹 再来一碗""",故事是围绕着南家的春香、夏奈和千秋三姐妹之间，以及周边人们的搞笑温情日常生活展开。本片的最大的看点就...,1506837,"""2008-01-06"""
735,8.5,193,"""只要你说你爱我""",「只要你说你爱我」主要讲述了小时候曾遭受朋友背叛的橘梅，在这16年来从未交过男朋友，甚至连朋友也没有...,4702233,"""2012-10-06"""
1092,8.5,188,"""钢壳都市雷吉欧斯""",在遥远的时间尽头，世界受到大规模污染之后，大地被新的主宰污染兽所占领，将人类逼至濒临灭绝的窘境。幸存...,2587940,"""2009-01-10"""
1195,8.5,186,"""染红的街道""",【本片翻译由澄空字幕组提供】貌似无辜小生的主人公长濑准一和妹妹长濑凑一起过着只有两人的平凡生活。一天...,1074748,"""2008-10-02"""
5692,8.5,173,"""精灵宝可梦XY&Z""",《精灵宝可梦XY》（ポケットモンスター XY）是精灵宝可梦系列动画的第五部，其蓝本是第六世代游戏《口...,671586,"""2015-10-29"""
2674,8.5,169,"""东之伊甸""","2010年11月22日（星期一）
日本各地被投下了10枚导弹，然而却出现了没有一人牺牲的局面，人们称...",720578,"""2009-04-09"""
2804,8.5,161,"""被狙击的学园""",在古都镰仓的一所中学，升上初中二年级的关健二，在早晨的海边，同将爱慕之意埋藏于心底的学生会书记春河香...,358119,"""2012-11-10"""
2611,8.5,111,"""魔物娘的同居日常（港澳台）""",人外后宫 意外之萌,663122,"""2015-07-01"""
3497,8.5,105,"""任性HighSpec""",「任性HighSpec」围绕着主人公鸣海幸树、漫画作画担当的学生会会长鹿苑寺香织子、天才程序员鸣海兔...,5275678,"""2016-04-12"""
1538,8.5,103,"""魔法少女奈叶ViVid""",圣王与霸王!姬情穿越时代!Fight!,3220460,"""2015-04-03"""
21750,8.4,3087,"""刀使巫女""",将自古以来威胁人世的异形存在·荒魂，以御刀祓除的神薙之巫女。以制服佩刀为主要装束的她们，被称作“刀使...,3752640,"""2018-01-05"""
5806,8.4,849,"""Rewrite 2nd Season""",因为在风祭流传着未确认生物的情报，以及超自然的现象之类的似真非真的传闻。瑚太朗向超自然研究会的部长，...,9385558,"""2017-01-14"""
718,8.4,682,"""就算是哥哥有爱就没问题了对吧""",   原本因为家庭因素而不得不分居的姬小路家兄妹，如今终于能重逢并住在同一屋檐下。面对恋兄情结严重的...,19803951,"""2012-10-05"""
2993,8.4,590,"""绯弹的亚里亚""",　故事设定在一场警察无法应对的世界范围内的治安危机当中，产生了一种在法律限制内解决个人或组织的委托以...,7297213,"""2011-04-14"""
6319,8.4,576,"""18if 梦境异闻录""","这里是梦世界。是欲望、希望、绝望成形的，意识与无意识的夹缝间。
在总是做梦的自己的房间里，再次陷入睡...",2161178,"""2017-07-07"""
3530,8.4,572,"""超时空要塞Δ""",西历2067年，新的故事即将上演。银河系边境行星的中心、失去自我而狂暴化的“Bajura”症候群扩大...,22101547,"""2016-04-03"""
5988,8.4,532,"""怪怪守护神""",加贺见一也有着一条母亲留给他的遗物「樱花腰带」，但在某天，腰带竟然变身成一位穿和服的美少女桐叶，并理...,10825482,"""2017-04-02"""
5993,8.4,492,"""雏子的笔记""",不擅长和人交流却受到动物喜爱，因此在乡村担任“稻草人”这一工作的主人公高中生·雏子，与充满个性的角色...,5964767,"""2017-04-07"""
5548,8.4,429,"""黑白来看守所""","南波刑务所——位于海上孤岛的难攻不落巨大刑务所。
没有任何人能从被强悍的看守以及世界最高水准的安保所...",21401773,"""2016-10-05"""
5809,8.4,321,"""黑白来看守所 第二季""",南波刑务所——位于海上孤岛的难攻不落巨大刑务所。没有任何人能从被强悍的看守以及世界最高水准的安保所守...,8947732,"""2017-01-04"""
3361,8.4,297,"""龙之界点""",故事的主人公如月龙司是一名普通的高中生，某天，他和从国外回来的表姐英理子一起从一个黑暗组织那儿抢来了...,283456,"""2011-01-10"""
3100,8.4,159,"""石膏男孩""",从美大毕业的社会新鲜人石本美希，为了逃离美术和相处多年的石膏像，决定选择毫不相关的行业就职，因此来到...,6076413,"""2016-01-08"""
5066,8.4,123,"""屁屁吾郎""",屁吾郎动画全集是一部搞笑原创动画，由谷口崇担任监督。将于2016年7月正式播出，同时也将进行YOUT...,5309598,"""2016-07-03"""
1548,8.4,114,"""御神乐学园组曲""",百合百合百合yeah!,4125382,"""2015-04-06"""
2744,8.4,114,"""小森同学拒绝不了！""",由《关于完全听不懂老公在说什么的事》的作者——酷教信徒（クール教信者）创作的日常系作品《小森同学拒绝...,5362415,"""2015-10-04"""
5534,8.3,548,"""我太受欢迎了该怎么办""","高中生芹沼花依，是个看到男生之间的亲密关系就会产生妄想的腐女。
某天，她由于喜爱的动画角色死亡，受到...",18973936,"""2016-10-07"""
2783,8.3,479,"""狗与剪刀的正确用法""",人生苦短，不如做狗,4083913,"""2013-07-01"""
4201,8.3,317,"""如果她的旗帜被折断了""",　　恋爱旗标、友情旗标、胜利旗标及死亡旗标──“旗标（flag）”，那是人生歧路上重要的选项。自从某...,1121913,"""2014-04-06"""
5981,8.3,219,"""覆面系 NOISE""","喜爱唱歌的少女仁乃，与青梅竹马及初恋对象桃，以及擅长作曲的少年柚子，分别在幼年时就经历了离别。
“总...",3442061,"""2017-04-11"""
1083,8.3,202,"""公主恋人！""",　《公主恋人》原作讲述的是主人公与超名流大小姐们展开的优雅的恋爱冒险故事，父母在事故中双亡的有马哲平...,3216903,"""2009-07-05"""
5807,8.3,191,"""BanG Dream!""","如同幼时仰望星空之际听到的“星之鼓动”一般，一直寻找着闪耀而令人心动的事物的香澄。
她在高中入学不久...",1600719,"""2017-01-21"""
5025,8.3,127,"""智龙迷城X""",主人公和怪物伙伴们展开的热血友情成长的冒险故事。,4041301,"""2016-07-04"""
905,8.3,110,"""R-15""",《R-15》，就如其标题所示一般，是一部“未满15岁最好别看”的作品。故事的主人公，15岁的少年芥川...,2010464,"""2011-07-09"""
347,8.3,104,"""HENTAI！""","一本正经地讲无节操的话题… 现在的JK太可怕！
niconico自主制作的MMD动画，原作者：にとぱ...",1059849,"""2014-07-14"""
1197,8.3,103,"""红 Kurenai""",某日，一个年仅7岁的LOLI突然闯入了高中一年级学生红真九郎的生活中，这位蛮横无理、高傲自大、外加略...,955250,"""2008-04-03"""
4442,8.3,102,"""裁断分离之罪恶剪刀""",非常喜欢给女生剪头发的初中生少年灰村切，某天放学回家时走进一栋西式建筑里，在那里他遇到了有着一头美丽...,435741,"""2013-04-03"""
21719,8.2,22769,"""pop子和pipi美的日常""",《pop子和pipi美的日常》是大川ぶくぶ创作的搞笑四格漫画，2014年开始在竹书房旗下的网页漫画网...,19047202,"""2018-01-07"""
6339,8.2,21089,"""欢迎来到实力至上主义的教室""","——真正的实力，平等究竟是什么？
几乎百分之百实现升学、就业目标的全国首屈一指的名门校──高度育成高...",69712033,"""2017-07-13"""
5997,8.2,9034,"""埃罗芒阿老师""",高中生兼小说作家的“和泉正宗”（笔名：和泉征宗）有个家里蹲的妹妹“和泉纱雾”。一年前才成为家人的她，...,75220195,"""2017-04-09"""
6422,8.2,5298,"""黑色四叶草""",曾经险些遭到魔神毁灭的世界，拯救它的是一位被后世称为“魔法帝”的魔导士……两位被遗弃在教堂的少年，一...,14348338,"""2017-10-03"""
3450,8.2,4515,"""在下坂本，有何贵干？""",于日本县立学文高中之中，有一名叫坂本的全能高中生，平常总是用著各种超乎常理的无厘头行为来完成各种琐事...,109251507,"""2016-04-08"""
5968,8.2,1381,"""巴哈姆特之怒 VIRGIN SOUL""","这里是，“人”“神”“魔”各种族混杂的神秘世界密斯塔尔希亚。
世界免于巴哈姆特复活引发的崩坏，在那之...",5439759,"""2017-04-07"""
6328,8.2,1338,"""天使的3P!""","由于过去的心理阴影而不去上学的贯井响，私下有着使用歌唱软件制作歌曲的兴趣。
给这样的他寄来邮件的，是...",10492500,"""2017-07-10"""
21721,8.2,1295,"""原书·原书使""",“只为了你而编织的故事。”让故事得以实现的，少女们的愿望。散布于世界的故事“原书”。少女们与“原书”...,2556410,"""2018-01-11"""
6474,8.2,890,"""URAHARA""",原宿。这里汇集了“文化、时尚、可爱”。故事围绕着理都、麻里、琴子三个女高中生以及『PARK』这个期间...,1747210,"""2017-10-04"""
