番剧id,分数,评分人数,番剧名,番剧简介,播放次数,播放时间 
1193,9.5,409,"""机动战士敢达00 第二季""",天人与联合国军的最终决战后过了四年。建立地球联邦政府的人类，为了追求更进一步的国家间之统合，以及人类...,1045278,"""2008-10-05"""
1576,9.5,407,"""希德尼娅的骑士 第一季""",故事舞台设立在太阳系被称为奇居子的谜之生命体破坏殆尽后的1000年后，在维持人类繁殖和生产、于宇宙中...,2957278,"""2014-04-10"""
900,9.5,401,"""滑头鬼之孙～千年魔京～""",以现代的日本（浮世绘町）作为舞台，描绘了人和妖怪的日常的怪异空想，继承百鬼夜行大头领的少年在妖怪百鬼...,8915439,"""2011-07-03"""
5516,9.5,396,"""编舟记""","不善言辞却成为营业部员的马缔光也，与看似轻佻却成为辞典编辑部员的西冈正志，偶然在街上相遇。
推进着中...",1681497,"""2016-10-13"""
983,9.5,395,"""刀语""",数月前日本轻小说家西尾维新的《化物语》宣布由shaft改编成TV动画，而现在，他的另一部小说《刀语》...,1381713,"""2010-01-25"""
1379,9.5,380,"""黑礁"""," 冈岛绿郎原本是日本第一商社""旭日重工""的年轻员工,受过良好的教育,性格温和,知识丰富.在一次乘海船...",1647406,"""2006-04-08"""
443,9.5,379,"""黄金拼图""",大宫忍是个15岁的女孩，黑色的双瞳、白皙的肌肤配上乌羽色的秀发，外表看上去纯和风的她其实曾经是英国寄...,3627381,"""2013-07-06"""
3151,9.5,374,"""异邦人 无皇刃谭""",在天下失序、列强割据的战乱时代，僧人祥庵将一名孤儿从中国带到了日本。孤儿名叫仔太郎，他身上背负着一个...,404663,"""2007-09-29"""
1640,9.5,367,"""EVA 新世纪福音战士新剧场版3.0：Q""",《EVA 新世纪福音战士新剧场版3.0：YOU CAN (NOT) REDO》。在第二部《破》的尾段...,532744,"""2012-11-17"""
2677,9.5,367,"""境界线上的地平线II""",《境界线上的地平线Ⅱ》剧情紧接第一季动画剧情展开，讲述的是航空都市舰武藏在就出赫莱森·阿利亚达斯特之...,1879453,"""2012-07-07"""
3107,9.5,364,"""赤发白雪姬 第二季""",天生拥有一头如红苹果般美丽发色的少女白雪，因为稀有的发色而被恶名昭彰的拉冀王子看上，打算强行纳她为爱...,6142684,"""2016-01-11"""
6042,9.5,332,"""珈百璃的堕落 SP""","天使学校的首席天使来到了地球！
……但是，住惯了地球的她，开始过起整天逃学打网游的自甘堕落生活。
化...",1369188,"""2017-03-24"""
3465,9.5,328,"""Concrete Revolutio 超人幻想 第二季""",讲述在“神化”时代的东京，充斥着无数的英雄——“超人”。他们的诞生理由各有不同。既有被邪恶组织改造的...,2059668,"""2016-04-04"""
1080,9.5,320,"""东京地震8.0""",刚进入暑假，中学1年级的未来，陪着弟弟悠贵去参观机器人展。横眉冷对兴奋的弟弟，反抗期的未来很无聊地按...,639026,"""2009-07-09"""
2614,9.5,306,"""群居姐妹""",一个男孩纸和姐姐妹妹的家庭生活,10850656,"""2015-07-09"""
3448,9.5,303,"""命运石之门 聪明睿智的认知计算""",命运石之门×IBM推出新作：IBM与《命运石之门》的合作企划官网开放，并制作了新作动画短片系列《聪明...,819754,"""2014-10-15"""
858,9.5,297,"""好想告诉你 第二季""",因为外表阴暗而被人疏远，有着外号“贞子”的黑沼爽子。习惯了周围回避自己的爽子对接受自己的风早翔太满怀...,3359936,"""2011-01-04"""
471,9.5,291,"""魔笛MAGI 第二季""",在这片不可思议的大陆上，出现了沉眠着秘宝的神秘遗迹──“迷宫”。少年阿拉丁在旅行世界各地的途中，邂逅...,8561363,"""2013-10-06"""
2303,9.5,288,"""浪客剑心""",故事发生在维新政府建立之后的幕末时代。在一个小村庄里，生活着一位个性正直的少女神谷薰。村里有个名叫比...,2804120,"""1996-01-10"""
3668,9.5,254,"""颠倒的帕特玛""","　　那个世界，无论到哪里都在预料之外 
　　无论哪里，无论哪里都是由隧道连接着的地下世界。虽然那里的...",848027,"""2013-11-09"""
1917,9.5,250,"""妄想代理人""",著名的设计师鹭月子在一天夜里突然遭到神秘少年袭击。在此之后连续出现新的受害者，城里的人一度陷入恐慌。...,655598,"""2004-02-02"""
5521,9.5,243,"""Classica Loid""",贝多芬和莫扎特出现在居住在音乐小镇的歌苗和奏助面前，自称“克拉斯卡劳埃德”的两人告诉他们音乐演奏能够...,1677950,"""2016-10-08"""
3433,9.5,233,"""异国迷宫的十字路口""","十九世纪后半，欧洲正值流行东洋文化的时代。
单身渡海来到法国的日本少女·汤音，在巴黎工商业区中的工艺...",718390,"""2011-07-03"""
780,9.5,222,"""坂道上的阿波罗""",故事发生在1966年初夏，高中一年生西见薰因父亲工作调动而独自一人从横须贺市搬到亲戚所在的九州。自闭...,137801,"""2012-04-12"""
816,9.5,210,"""圣诞之吻SS+ plus""",第二季的女主角仍是第一季的六位女主角：少男杀手森岛遥前辈、爽朗的棚町薫、软绵绵的中多纱江学妹、丰满可...,1425066,"""2012-01-05"""
572,9.5,203,"""KARNEVAL狂欢节""","本作的舞台是一座架空西欧都市，是一部充满了冒险及童话色彩的奇妙空想物语。
主人公无（ナイ)是位失去记...",1310617,"""2013-04-03"""
5763,9.5,202,"""阿松 SP 赛马轶事""",《阿松》与日本赛马协会合作的动画作品，作为正常长度的特别篇于12月13日放送。,504322,"""2016-12-13"""
1139,9.5,191,"""07-GHOST""",千年之前，世界上存在着两个实力相近的强大国家。一个是拥有神石“拉法艾尔之眼”（拉斐尔之瞳）加护的巴尔...,1176588,"""2009-04-06"""
1856,9.5,189,"""草莓棉花糖""",电视动画片“草莓棉花糖”，故事是通过相当可爱、性格迥异的四个小学生和一个20岁的短大女生展开的，一看...,632633,"""2005-07-14"""
1380,9.5,189,"""黑礁 第二季"""," 冈岛绿郎原本是日本第一商社""旭日重工""的年轻员工,受过良好的教育,性格温和,知识丰富.在一次乘海船...",251407,"""2006-10-02"""
6006,9.5,189,"""机动战士敢达 雷霆宙域战线 第一季""",宇宙世纪 0079 年，SIDE 3「吉翁公国」正式对地球联邦政府宣战后将近一年时，在原本太空殖民卫...,1219147,"""2015-12-25"""
4374,9.5,183,"""敢达创战者""",作品的故事舞台为近未来，动画作品《机动战士敢达》的塑料模型，通称“钢普拉（敢达模型）”在1980年代...,613209,"""2013-10-07"""
5494,9.5,183,"""精灵宝可梦 世代""",全18话，每集3-5分钟。剧情将延续着经典动画短片《精灵宝可梦 起源》，带给玩家各种感动。,3681309,"""2016-09-16"""
2091,9.5,180,"""热带雨林的爆笑生活""",小晴，一个平凡的男孩，和有点不负责的妈妈——维达生活在热带的雨林中，每天都是在摘香蕉，打游戏，在学校...,1041322,"""2001-04-03"""
4216,9.5,179,"""百合熊风暴""",有一天，小行星熊玛利亚星在宇宙的某处爆发，成就一群坠落地球的流星，使地球各处的熊发生异变。熊大举进食...,104243,"""2015-01-05"""
3292,9.5,170,"""快要坏掉的八音盒""",在不久的近未来，人型机器人被开发出来，并在中上层家庭广泛使用。由于失去父母而丧失生活热情的少年·敬一...,740929,"""2009-12-29"""
930,9.5,167,"""+TIC模型姐妹""",《+TIC姐姐》这部作品讲述了三位所属于某高中模型部的少女——“姐姐”“卷卷”以及“河童（微博）”三...,638204,"""2012-08-22"""
992,9.5,167,"""女仆咖啡厅""","改编自石黑正数创作的同名漫画，是一部温馨与搞笑兼具的作品。
STORY：
女高中生岚山步鸟，在丸子商...",528788,"""2010-10-07"""
5835,9.5,156,"""魔法少女☆伊莉雅 3rei!! SP""","“这样的时间，若能一直持续下去就好了——。”
结束了与第8张职阶卡片的英灵之间战斗的伊莉雅等人。
为...",1340907,"""2016-07-06"""
1793,9.5,150,"""俗・再见绝望先生""",故事发生在一个问题班集体——2年へ组中，全班32个学生全部都曾经留级，被喻为是“绝望的学生们”。担任...,445714,"""2008-01-05"""
1405,9.5,149,"""结界师""",根据田边伊卫郎创作的妖怪漫画改编而来的同名动画，动画制作由sunrise负责，于2006年10月16...,1170277,"""2006-10-16"""
1377,9.5,142,"""少女爱上姐姐 """,身为镝木财阀的独生子，长相清秀、成绩出众却有些柔弱的少年宫小路瑞穗，因听从祖父的遗愿，被要求进入一所...,448013,"""2006-10-07"""
3979,9.5,139,"""田中君总是如此慵懒小剧场""",某所高中的教室一角。一副睡眼惺忪、撑起手肘模样的男高中生·田中，总是显得懒懒散散。上课的时候睡觉。体...,6659365,"""2016-04-09"""
3455,9.5,134,"""甘城光辉游乐园 SP 激动人心小剧场""",本作的舞台是架空都市甘城市，其中一座即将倒闭的主题公园“甘城光辉游乐园”。故事主要描写主角——自恋的...,360573,"""2014-12-26"""
1464,9.5,131,"""翼·年代记 第二部""",小狼是玖楼国的考古学家，和小樱公主从小便是青梅竹马。多年后，经过挖掘，神秘遗迹渐渐露出。小樱本打算向...,709972,"""2006-04-29"""
1465,9.5,130,"""公主公主""",有着姣好容姿的少年河野亨，在转学的第一天就被学校的学生会推选为“公主”的候补。所谓“公主”制度，就是...,676262,"""2006-04-05"""
2735,9.5,128,"""高校星歌剧""","“我不知道，放弃梦想的方法——”
追逐着憧憬的高中生，进入音乐艺能界的名门·绫薙学园的星谷悠太。
学...",3913356,"""2015-10-05"""
6041,9.5,126,"""暖暖日记 2nd""",由漫画家五十岚三喜夫创作的人气作品《暖暖日记》是一部光看画风就让人觉得治愈有趣的漫画，主人公是名为暖...,413025,"""2016-04-02"""
4124,9.5,125,"""普通女高中生要做当地偶像""",居住在地方小城·流川市的女高中生宇佐美奈奈子原本过着非常平静的生活。一日，在市政府工作的叔叔拜托她出...,176647,"""2014-07-03"""
514,9.5,124,"""玉响～hitotose～""","这是一个描写喜欢摄影的高中一年级生泽渡枫和她周围的人的日常琐事的梦物语。

泽渡枫是一个喜欢摄影的高...",288869,"""2011-10-03"""
4728,9.5,123,"""萝莉的时间""",小学三年级的九重凛竟然喜欢上的新任的班导，面对凛激烈的攻势，一开始只是想当个好老师的青木，却渐渐对凛...,579842,"""2007-10-11"""
2034,9.5,122,"""越狱兔 前传""",前传！普京和老大狱中小故事,5550067,"""2015-04-10"""
1596,9.5,115,"""搞笑漫画日和＋""",增田幸助所著的漫画「搞笑漫画日和」，自2000年1月开始在集英社发行的「月刊少年JUMP」上连载以来...,1083998,"""2010-01-04"""
4934,9.5,115,"""网球王子 全国大会篇""",代表着中学网球的最高水平的全国大赛终于开幕了。虽然来自全国各地的好手云集，不过青学的部长手冢国光已经...,210933,"""2006-03-24"""
995,9.5,115,"""海月姬""",主角仓下月海是一名梦想成为插画家、并且非常喜欢水母的家里蹲。她为了梦想而来到东京，后入住了女生公寓“...,314796,"""2010-10-14"""
6161,9.5,114,"""精灵宝可梦 超世代""",　　《神奇宝贝超世代》（Pokémon Advanced Generation）共分为芳缘地区丰缘联...,719473,"""2002-11-21"""
2845,9.5,113,"""女神异闻录3 剧场版 #1 Spring of Birth""",隐藏在每天交替时刻的狭缝中的时间，“影时间”。每当影时间来临，世界便停止运转，人们化为静立的棺木。之...,187149,"""2013-11-23"""
3391,9.5,113,"""×××HOLiC·笼""","“我的愿望是，只要你在我身边就好……”
侑子因停止的时间再次开始运转而消失了，四月一日为了与侑子再次...",0,"""2010-04-23"""
1563,9.5,111,"""歌之☆王子殿下 真爱REVOLUTIONS""",大家都是我的 不需要颜表*,3648787,"""2015-04-04"""
4750,9.5,108,"""生化危机 恶化""",　　故事发生在美国中西部的一座工业城市哈弗威尔的机场。克莱尔如今是一位非政府组织（NGO）的成员，为...,334854,"""2008-10-17"""
1775,9.5,108,"""寒蝉鸣泣之时 煌""",昭和58年夏。有一个远离都市的平静安宁的村庄雏见泽。前原圭一，最近刚刚搬到这个总人口不足2000的小...,451650,"""2011-07-21"""
5966,9.5,107,"""偶像大师灰姑娘剧场""",《灰姑娘剧场》是在灰姑娘手游中不定期连载的5格漫画，漫画内容会根据活动还有限定卡池来进行描写，主要的...,1311090,"""2017-04-04"""
1422,9.5,105,"""调酒师""",有酒色享乐达人之称的城光，以及新锐画师长友健筛共同创作的酒吧漫画《Bartender》在集英社青年漫...,96667,"""2006-10-14"""
2665,9.5,103,"""飞跃巅峰2!""","离家出走，单身来到都会的少女—诺诺。
　　她有个十分雄伟的梦想，那就是成为宇宙驾驶员。
　　然而现实...",163594,"""2004-11-26"""
3390,9.5,101,"""×××HOLiC·春梦记""",历经两次TV化之后，由CLAMP创作的《翼年代记》和《xxxHOLiC》双双发表了续集OVA动画的制...,0,"""2009-02-17"""
6446,9.4,23679,"""干物妹！小埋R""","小埋，复活！在房间无限展开的宇宙，再临……！
在外人人称羡的才色兼备“美妹”，一回到家，就变身成不为...",49802632,"""2017-10-08"""
6427,9.4,13000,"""Just Because!""",高中三年级的冬天、剩下没多久的高中生活，大家都认为会在毫无变化的情况下迎来毕业之日……但在某一天，他...,11013436,"""2017-10-06"""
6312,9.4,6001,"""徒然喜欢你""",故事讲述了青梅竹马之间、学生会长与不良少女之间、前辈与后辈之间、同学之间等多种不同角色的恋爱群像剧。,34494076,"""2017-07-04"""
6330,9.4,5152,"""NEW GAME!!""","——有想要实现的梦想！
高中毕业后，进入游戏制作公司“Eagle Jump”的凉风青叶，开始参与她自...",8103903,"""2017-07-11"""
959,9.4,3288,"""Angel Beats!""",　　故事从男主角死亡之后从“死后的世界”醒来开始，在“死后的世界”中的学校里，他与一位名为由利(ゆり...,7260505,"""2010-04-02"""
